point_id,lat,lng,distance_km
214,50.9567144715,-4.45132062624,142.430885228
215,51.0016345816,-4.453688655,140.555641552
216,51.765210953,-4.49489314962,135.589529684
217,51.810123348,-4.49737392477,136.944703677
218,51.8550353128,-4.49986116953,138.467263894
219,51.8999468473,-4.50235490625,140.151755164
220,51.9448579513,-4.5048551574,141.992414518
221,51.9897686246,-4.50736194556,143.983252796
222,52.0346788671,-4.50987529339,146.11813163
223,52.0795886786,-4.5123952237,148.390834273
224,52.1244980589,-4.51492175938,150.795129236
225,52.8429893641,-4.55626377443,202.604224744
226,52.887891388,-4.55890621282,206.440798267
227,52.9327929776,-4.56155568802,210.326257263
228,53.2470919277,-4.58030116765,238.689031232
229,53.291990036,-4.58300785071,242.882244999
230,50.3741562024,-4.35083066426,174.495859813
231,50.4190841418,-4.35305511231,171.07932779
232,50.4640116604,-4.35528521793,167.7422657
233,50.5089387578,-4.35752099994,164.489510326
234,50.553865434,-4.35976247722,161.326161278
235,50.5987916889,-4.36200966875,158.257579969
236,50.6437175222,-4.36426259359,155.28938445
237,50.688642934,-4.3665212709,152.427439223
238,50.7335679239,-4.36878571992,149.677839152
239,50.778492492,-4.37105595997,147.046886531
240,50.823416638,-4.37333201049,144.541060407
241,50.8683403618,-4.37561389097,142.16697735
242,50.9132636633,-4.37790162101,139.931343001
243,50.9581865423,-4.3801952203,137.840894002
244,51.7218107099,-4.42010393223,129.532792169
245,51.7667259601,-4.42250665136,130.759609789
246,51.811640785,-4.42491563178,132.164317641
247,51.8565551846,-4.42733089508,133.741310606
248,51.9014691588,-4.42975246299,135.484572804
249,51.9463827072,-4.43218035733,137.387775195
250,51.9912958299,-4.43461460002,139.444369116
251,52.0362085266,-4.4370552131,141.647673413
252,52.0811207972,-4.43950221869,143.990953495
253,52.1260326415,-4.44195563904,146.467491252
254,52.1709440594,-4.44441549648,149.070645329
255,52.8445640548,-4.48210133625,199.404179686
256,52.8894686291,-4.48466731515,203.301151452
257,52.9343727744,-4.48724012784,207.245481222
258,53.248689763,-4.50544322478,235.978830879
259,53.2935904697,-4.50807159506,240.219357938
260,53.3384907458,-4.51070702275,244.488591213
261,53.3833905912,-4.51334953332,248.785052884
262,50.3755557738,-4.28057492535,170.916237041
263,50.4204859351,-4.28273304508,167.426674665
264,50.4654156797,-4.2848966541,164.015312378
265,50.5103450074,-4.28706577065,160.687130784
266,50.555273918,-4.28924041307,157.447404884
267,50.6002024116,-4.29142059976,154.301706439
268,50.6451304879,-4.29360634923,151.255902084
269,50.6900581468,-4.29579768007,148.316146189
270,50.7349853882,-4.29799461094,145.48886736
271,50.779912212,-4.3001971606,142.780747409
272,50.824838618,-4.3024053479,140.198691634
273,50.8697646062,-4.30461919176,137.74978926
274,50.9146901763,-4.30683871121,135.441263086
275,50.9596153284,-4.30906392534,133.280407605
276,51.7232788184,-4.34778280291,124.668758073
277,51.7681964226,-4.35011389186,125.942965443
278,51.8131136063,-4.35245105591,127.400792186
279,51.8580303693,-4.35479431604,129.036014953
280,51.9029467114,-4.35714369332,130.841982789
281,51.9478626326,-4.35949920892,132.811730526
282,51.9927781327,-4.36186088413,134.938086063
283,52.0376932117,-4.36422874031,137.213768899
284,52.0826078692,-4.36660279894,139.631478116
285,52.1275221053,-4.36898308161,142.183968808
286,52.1724359198,-4.37136961,144.864116644
287,52.8909995002,-4.41042158369,200.237142343
288,52.9359061261,-4.41291770951,204.240653346
289,52.980812328,-4.41542048965,208.28724345
290,53.1604328912,-4.42549863033,224.857512672
291,53.2053369702,-4.42803504077,229.085644051
292,53.2502406243,-4.43057824985,233.344302727
293,53.2951438531,-4.43312828201,237.631847446
294,53.3400466567,-4.43568516184,241.94674254
295,53.3849490349,-4.43824891405,244.82130635
296,50.3319802072,-4.20822724538,171.045560513
297,50.3769129358,-4.21031371534,167.4094235
298,50.4218452518,-4.21240548859,163.845190291
299,50.466777155,-4.21450258276,160.357655529
300,50.5117086455,-4.21660501552,156.951932107
301,50.556639723,-4.21871280466,153.633460864
302,50.6015703876,-4.22082596801,150.408017081
303,50.6465006389,-4.22294452353,147.28171274
304,50.6914304771,-4.22506848922,144.260993386
305,50.7363599018,-4.22719788319,141.352628266
306,50.7812889131,-4.22933272361,138.563692297
307,50.8262175109,-4.23147302877,135.901538358
308,50.8711456949,-4.233618817,133.373758414
309,50.9160734652,-4.23577010674,130.988132052
310,50.9610008215,-4.23792691652,128.752561309
311,51.0059277639,-4.24008926495,126.674991016
312,51.1407061057,-4.24660972946,121.468297363
313,51.5899402886,-4.26871243674,117.037858474
314,51.6797821419,-4.27320205007,118.686658587
315,51.7247024449,-4.27545561938,119.815918106
316,51.7696223319,-4.27771505727,121.141180186
317,51.8145418029,-4.27998038399,122.656091744
318,51.8594608578,-4.28225161987,124.353721887
319,51.9043794964,-4.28452878534,126.226698651
320,51.9492977186,-4.28681190093,128.267340962
321,51.9942155243,-4.28910098727,130.467781704
322,52.0391329134,-4.29139606508,132.820078933
323,52.0840498858,-4.29369715518,135.316313403
324,52.1289664413,-4.29600427849,137.948671535
325,52.1738825799,-4.29831745604,140.709513834
326,52.2187983013,-4.30063670894,143.59142937
327,52.9373930233,-4.33858863688,201.315174469
328,52.9823016358,-4.34101450254,205.419402142
329,53.0272098291,-4.3434468416,209.56254933
330,53.1619318918,-4.35078293115,222.203636328
331,53.2068384067,-4.35324139637,226.481317778
332,53.2517445016,-4.35570645185,230.788038268
333,53.2966501764,-4.35817812131,235.122202084
334,53.3415554311,-4.36065642857,239.482319218
335,53.3864602655,-4.3631413976,240.002420892
336,50.3782276806,-4.14004720204,163.980090464
337,50.423162084,-4.14207261121,160.3396438
338,50.4680960786,-4.14410317283,156.774145442
339,50.5130296644,-4.14613890403,153.288825373
340,50.5579628412,-4.14817982204,149.889276766
341,50.602895609,-4.15022594412,146.581467432
342,50.6478279676,-4.15227728767,143.371747216
343,50.6927599169,-4.15433387011,140.266849986
344,50.7376914569,-4.15639570899,137.273888668
345,50.7826225875,-4.15846282191,134.400341574
346,50.8275533086,-4.16053522657,131.654028121
347,50.87248362,-4.16261294073,129.043071978
348,50.9174135217,-4.16469598225,126.575849714
349,50.9623430136,-4.16678436908,124.260923206
350,51.0072720956,-4.16887811922,122.106954516
351,51.0522007675,-4.17097725078,120.122602562
352,51.0971290294,-4.17308178196,118.31640187
353,51.1420568811,-4.17519173102,116.696624873
354,51.1869843225,-4.17730711632,115.271130652
355,51.5913128156,-4.1965932867,112.077719946
356,51.6362361487,-4.19876406316,112.830610269
357,51.6811590704,-4.20094048354,113.798409122
358,51.7260815807,-4.20312256728,114.975689708
359,51.7710036794,-4.20531033387,116.356093648
360,51.8159253664,-4.20750380292,117.93248846
361,51.8608466417,-4.20970299412,119.697130874
362,51.9057675051,-4.21190792726,121.641828516
363,51.9506879566,-4.21411862222,123.758093674
364,51.995607996,-4.21633509897,126.037284384
365,52.0405276232,-4.21855737758,128.470729585
366,52.0854468382,-4.22078547822,131.049836571
367,52.1303656408,-4.22301942116,133.766180219
368,52.1752840309,-4.22525922674,136.611574457
369,52.2202020085,-4.22750491543,139.578127158
370,52.9388334565,-4.26425311391,198.472553426
371,52.9837444045,-4.26660204207,202.634364728
372,53.0286549382,-4.26895723881,206.833307458
373,53.0735650572,-4.27131872657,211.067165564
374,53.1184747616,-4.27368652787,215.333879555
375,53.1633840511,-4.27606066534,219.631534597
376,53.2082929258,-4.27844116173,223.958349464
377,53.2532013855,-4.2808280399,228.312666315
378,53.2981094301,-4.28322132282,232.692941244
379,53.3430170594,-4.28562103357,236.614352951
380,53.3879242734,-4.28802719534,235.191096824
381,50.3345631723,-4.06782149276,164.419262119
382,50.3795000007,-4.06977555336,160.63320037
383,50.4244364243,-4.07173458139,156.915124721
384,50.4693724429,-4.07369859333,153.269982943
385,50.5143080565,-4.07566760577,149.703102762
386,50.559243265,-4.07764163535,146.220211605
387,50.6041780682,-4.07962069879,142.827453898
388,50.6491124661,-4.08160481291,139.53140468
389,50.6940464587,-4.08359399459,136.339078027
390,50.7389800458,-4.08558826077,133.257928479
391,50.7839132274,-4.0875876285,130.295843401
392,50.8288460034,-4.08959211488,127.461123927
393,50.8737783736,-4.09160173712,124.762451955
394,50.9187103381,-4.09361651248,122.208840609
395,50.9636418968,-4.09563645832,119.809565679
396,51.0085730495,-4.09766159208,117.574075941
397,51.0535037961,-4.09969193126,115.511880941
398,51.0984341367,-4.10172749346,113.632415902
399,51.1433640711,-4.10376829635,111.944884872
400,51.1882935992,-4.10581435771,110.458085055
401,51.5926410565,-4.12446851206,107.121287803
402,51.6375665174,-4.12656815319,107.908765195
403,51.6824915711,-4.12867325369,108.92030532
404,51.7274162176,-4.13078383234,110.149735434
405,51.7723404567,-4.13289990804,111.589854025
406,51.8172642884,-4.13502149972,113.232622625
407,51.8621877126,-4.13714862646,115.069362263
408,51.9071107292,-4.13928130738,117.090945153
409,51.9520333381,-4.14141956173,119.287974004
410,51.9969555392,-4.14356340882,121.65094347
411,52.0418773325,-4.14571286807,124.170380334
412,52.0867987178,-4.14786795899,126.836960928
413,52.1317196951,-4.15002870119,129.641605832
414,52.1766402644,-4.15219511435,132.575553055
415,52.2215604254,-4.15436721827,135.630411682
416,52.2664801781,-4.15654503283,138.798198397
417,52.9402274168,-4.18991134468,195.71640058
418,52.9851406252,-4.19218331301,199.935591531
419,53.0300534238,-4.19446134504,204.190039096
420,53.0749658125,-4.19674546244,208.477584818
421,53.1198777913,-4.199035687,212.79622806
422,53.16478936,-4.20133204063,217.144113394
423,53.2546112668,-4.20594322322,225.920845856
424,53.2995216048,-4.20825809652,230.346608174
425,50.3357911112,-3.99761110627,161.23662347
426,50.3807298889,-3.99949893728,157.374013272
427,50.4256682654,-4.00139156766,153.577053489
428,50.4706062406,-4.00328901335,149.850734612
429,50.5155438145,-4.00519129037,146.200458169
430,50.5604809869,-4.0070984148,142.632062574
431,50.6054177578,-4.00901040281,139.1518472
432,50.6503541272,-4.01092727063,135.766593403
433,50.6952900949,-4.01284903457,132.48358083
434,50.740225661,-4.01477571102,129.310596993
435,50.7851608253,-4.01670731643,126.255937682
436,50.8300955878,-4.01864386736,123.328395372
437,50.8750299483,-4.0205853804,120.537232464
438,50.9199639069,-4.02253187225,117.892135935
439,50.9648974635,-4.02448335968,115.403149959
440,51.0098306179,-4.02643985953,113.080583328
441,51.0547633702,-4.02840138873,110.934889151
442,51.0996957203,-4.03036796427,108.976515525
443,51.144627668,-4.03233960324,107.215727583
444,51.1895592134,-4.0343163228,105.662403656
445,51.5939250035,-4.05233829677,102.169101459
446,51.6388525214,-4.05436678386,102.994449356
447,51.6837796361,-4.05640054568,104.053774094
448,51.7287063477,-4.05843960039,105.340017128
449,51.7736326559,-4.06048396622,106.844983568
450,51.8185585609,-4.0625336615,108.559577278
451,51.8634840624,-4.06458870462,110.474038235
452,51.9084091605,-4.0666491141,112.578170305
453,51.953333855,-4.06871490851,114.861550287
454,51.9982581459,-4.07078610652,117.313712069
455,52.0431820331,-4.07286272691,119.924302561
456,52.0881055166,-4.07494478851,122.683208508
457,52.1330285962,-4.07703231028,125.580655178
458,52.177951272,-4.07912531123,128.607279188
459,52.2228735438,-4.0812238105,131.75417855
460,52.2677954116,-4.08332782729,135.012943345
461,52.3127168752,-4.08543738091,138.375670462
462,52.3576379347,-4.08755249076,141.83496565
463,52.4025585899,-4.08967317633,145.383935791
464,52.582237167,-4.09821206891,160.355274334
465,52.6271557999,-4.10036092873,164.265472063
466,52.8068262842,-4.10901351657,180.445200913
467,52.851742893,-4.1111910522,184.607155435
468,52.8966590968,-4.11337438424,188.809780316
469,52.9415748955,-4.11556353335,193.050419446
470,52.9864902889,-4.11775852029,197.326622009
471,53.0314052772,-4.1199593659,201.636125381
472,53.07631986,-4.12216609115,205.976839387
473,53.1212340375,-4.12437871709,210.346831849
474,53.1661478094,-4.12659726487,214.744315347
475,53.2110611759,-4.12882175577,219.167635109
476,53.2559741366,-4.13105221116,223.615257942
477,53.3008866917,-4.1332886525,228.085762137
478,50.3369766783,-3.92739593628,158.148043745
479,50.3819173381,-3.92921752184,154.208090078
480,50.4268576002,-3.93104373863,150.331188882
481,50.4717974646,-3.93287460206,146.522345244
482,50.5167369311,-3.93471012757,142.787005575
483,50.5616759999,-3.9365503307,139.131090222
484,50.6066146707,-3.93839522703,135.561025267
485,50.6515529436,-3.94024483223,132.083772193
486,50.6964908185,-3.94209916206,128.706853671
487,50.7414282953,-3.94395823231,125.438373263
488,50.786365374,-3.94582205888,122.287026262
489,50.8313020545,-3.94769065773,119.262098327
490,50.8762383368,-3.94956404488,116.373448013
491,50.9211742208,-3.95144223646,113.631468826
492,50.9661097064,-3.95332524863,111.047026132
493,51.0110447937,-3.95521309765,108.631364338
494,51.0559794825,-3.95710579986,106.395980296
495,51.1009137728,-3.95900337167,104.352460097
496,51.1458476645,-3.96090582956,102.512278452
497,51.1907811576,-3.96281319009,100.886562726
498,51.595164649,-3.98020282482,97.22180972
499,51.640094153,-3.98216013981,98.0887944182
500,51.6850232577,-3.98412254481,99.2005186256
501,51.7299519632,-3.98609005734,100.548864741
502,51.7748802693,-3.98806269498,102.12446086
503,51.8198081761,-3.99004047543,103.916970756
504,51.8647356834,-3.99202341645,105.915381868
505,51.9096627912,-3.99401153589,108.108276378
506,51.9545894995,-3.9960048517,110.484074538
507,51.9995158082,-3.99800338188,113.031243609
508,52.0444417172,-4.00000714454,115.738469564
509,52.0893672266,-4.00201615789,118.5947918
510,52.1342923361,-4.00403044019,121.589703295
511,52.1792170458,-4.00605000981,124.713220039
512,52.2241413557,-4.00807488521,127.955924277
513,52.2690652656,-4.01010508494,131.308986223
514,52.3139887755,-4.01214062761,134.76416871
515,52.3589118854,-4.01418153195,138.313818808
516,52.4038345952,-4.01622781678,141.950849868
517,52.4487569048,-4.01827950099,145.668716901
518,52.4936788142,-4.02033660358,149.461387618
519,52.5386003234,-4.02239914362,153.323310993
520,52.5835214322,-4.02446714029,157.249384733
521,52.6284421406,-4.02654061287,161.234922719
522,52.6733624486,-4.0286195807,165.275623155
523,52.7182823561,-4.03070406325,169.36753796
524,52.763201863,-4.03279408006,173.507043718
525,52.8081209694,-4.03488965078,177.690814408
526,52.853039675,-4.03699079514,181.915795988
527,52.8979579799,-4.03909753298,186.179182873
528,52.9428758841,-4.04120988422,190.478396256
529,52.9877933874,-4.04332786891,194.811064228
530,53.0327104898,-4.04545150716,199.175003579
531,53.0776271912,-4.0475808192,203.568203205
532,53.1225434917,-4.04971582534,207.98880898
533,53.167459391,-4.05185654602,212.435110013
534,53.2123748892,-4.05400300175,216.905526143
535,53.2572899862,-4.05615521316,221.3985966
536,53.302204682,-4.05831320097,223.939549864
537,50.2482337349,-3.853678831,163.357571365
538,50.2931769979,-3.85542527389,159.232620488
539,50.3381198668,-3.85717615038,155.159140023
540,50.3830623415,-3.85893147516,151.141291637
541,50.4280044219,-3.86069126299,147.183631369
542,50.472946108,-3.8624555287,143.29114644
543,50.5178873997,-3.86422428718,139.469293944
544,50.5628282971,-3.8659975534,135.724040827
545,50.6077688,-3.86777534238,132.061904286
546,50.6527089084,-3.86955766924,128.489991318
547,50.6976486224,-3.87134454913,125.016035668
548,50.7425879417,-3.8731359973,121.648429826
549,50.7875268665,-3.87493202907,118.39624903
550,50.8324653965,-3.8767326598,115.269263421
551,50.8774035319,-3.87853790497,112.277933695
552,50.9223412726,-3.88034778008,109.43338476
553,50.9672786185,-3.88216230073,106.747351279
554,51.0122155695,-3.8839814826,104.232088678
555,51.0571521257,-3.88580534142,101.900243451
556,51.102088287,-3.88763389301,99.7646777202
557,51.1470240534,-3.88946715325,97.8382452101
558,51.1919594247,-3.89130513811,96.1335192894
559,51.6412914047,-3.90994840578,93.1931681117
560,51.6862224284,-3.91183943644,94.3625873313
561,51.7311530566,-3.91373538918,95.7790644819
562,51.7760832893,-3.91563628095,97.4318248736
563,51.8210131265,-3.91754212881,99.3090721101
564,51.865942568,-3.91945294988,101.398338786
565,51.9108716139,-3.92136876135,103.686809256
566,51.9558002641,-3.92328958052,106.161601904
567,52.0007285185,-3.92521542476,108.810004246
568,52.0456563772,-3.92714631152,111.619659242
569,52.0905838401,-3.92908225832,114.578704978
570,52.1355109071,-3.93102328279,117.675872377
571,52.1804375782,-3.93296940263,120.900546917
572,52.2253638534,-3.93492063563,124.242800797
573,52.2702897326,-3.93687699965,127.693401768
574,52.3152152157,-3.93883851265,131.243804274
575,52.3601403028,-3.94080519268,134.886127772
576,52.4050649938,-3.94277705787,138.613126257
577,52.4499892887,-3.94475412642,142.418152199
578,52.4949131873,-3.94673641665,146.29511742
579,52.5398366898,-3.94872394695,150.238452755
580,52.584759796,-3.9507167358,154.243067887
581,52.6296825058,-3.95271480176,158.304312312
582,52.6746048193,-3.9547181635,162.417938054
583,52.7195267364,-3.95672683977,166.580064554
584,52.7644482571,-3.95874084941,170.787145921
585,52.8093693813,-3.96076021135,175.035940644
586,52.8542901089,-3.96278494462,179.323483745
587,52.89921044,-3.96481506832,183.647061309
588,52.9441303745,-3.96685060168,188.004187274
589,52.9890499124,-3.96889156399,192.392582336
590,53.0339690535,-3.97093797465,196.810154827
591,53.0788877979,-3.97298985315,201.254983412
592,53.1238061456,-3.97504721908,205.725301442
593,53.1687240964,-3.97711009213,210.219482823
594,53.2136416503,-3.97917849207,214.736029263
595,53.2585588074,-3.98125243877,219.273558755
596,50.2493310527,-3.78358664532,160.621452847
597,50.2942760569,-3.78526714754,156.424366452
598,50.3392206702,-3.78695191621,152.275781807
599,50.3841648925,-3.78864096546,148.179772675
600,50.4291087239,-3.79033430949,144.140821197
601,50.4740521643,-3.79203196258,140.163859966
602,50.5189952136,-3.79373393907,136.254317163
603,50.5639378719,-3.79544025335,132.418164354
604,50.608880139,-3.79715091988,128.661966237
605,50.653822015,-3.79886595321,124.992931245
606,50.6987634999,-3.80058536794,121.418961313
607,50.7437045936,-3.80230917872,117.948698473
608,50.788645296,-3.8040374003,114.591565033
609,50.8335856072,-3.80577004747,111.35779309
