population,point_id
694.0,5207
892.0,1063
3145.0,444
78939.0,2568
14321.0,1842
436.0,274
945.0,6085
364.0,5782
709.0,3341
9523.0,5456
28559.0,3490
741.0,1518
1258.0,412
2935.0,5117
9531.0,5111
12225.0,2713
5131.0,4626
53849.0,5499
465.0,83
1012.0,851
1014.0,1219
455.0,5076
1437.0,5868
3925.0,474
1398.0,2375
1531.0,2712
319.0,631
1184.0,6044
2785.0,2401
2960.0,5463
33348.0,3091
73831.0,2680
2695.0,2245
34207.0,5021
2352.0,2398
438.0,507
3437.0,596
2779.0,3826
1227.0,5851
380.0,4769
571.0,2012
351.0,2259
260.0,1955
749.0,3411
3038.0,2101
645.0,2140
33374.0,3251
273.0,2815
6496.0,5323
145.0,433
936.0,2967
73655.0,1450
66499.0,1449
293.0,543
1136.0,5009
190.0,869
2825.0,1705
36868.0,6150
2086.0,1780
1671.0,4182
551.0,2631
375.0,837
59279.0,3112
151744.0,5174
1739.0,3525
24808.0,4153
375.0,5683
885.0,719
259.0,2388
658.0,5575
140136.0,2999
1782.0,5
1839.0,1944
11668.0,340
2958.0,4106
11364.0,2000
1623.0,3376
3239.0,4158
1137.0,4870
1403.0,5276
818.0,2715
1071.0,5910
939.0,2507
1195.0,519
57912.0,1834
304.0,846
9611.0,4988
1205.0,656
775.0,254
937.0,625
18592.0,1292
1446.0,3901
23867.0,5665
4014.0,4251
592.0,1203
373.0,5387
1163.0,5977
9220.0,5472
2625.0,5918
907.0,396
4507.0,6049
571.0,935
693.0,3126
18294.0,2920
795.0,1795
1185.0,1816
1789.0,4061
2010.0,4351
39210.0,2546
8632.0,4978
6026.0,4703
15099.0,4961
6092.0,5763
74944.0,1370
6594.0,5510
4427.0,4011
2071.0,5025
7115.0,1549
2185.0,421
1599.0,1653
228.0,5152
14041.0,3546
781.0,3508
662.0,6017
19505.0,2661
1037.0,3934
1694.0,1986
2676.0,1328
4743.0,3388
199.0,3260
9125.0,4425
6404.0,279
45433.0,2080
562.0,4062
2534.0,3093
339.0,492
1365.0,5194
6051.0,3718
1979.0,5600
3046.0,3914
707.0,6105
2527.0,4160
2107.0,2093
610.0,4042
336.0,2914
23072.0,3992
1357.0,353
4336.0,5634
3793.0,2549
973.0,646
59289.0,2149
10280.0,2208
824.0,195
1410.0,6097
1029.0,4847
436.0,971
713.0,1572
1498.0,4919
45779.0,2850
25096.0,1332
233.0,4303
6630.0,3741
3507.0,3908
13833.0,4443
17778.0,4289
59070.0,4539
1239.0,4565
669.0,3097
14507.0,1099
2147.0,4948
1929.0,5805
17961.0,3746
524.0,1908
9937.0,95
37772.0,3444
3389.0,3981
507.0,5144
1690.0,2432
259.0,751
4927.0,4430
1111.0,4953
622.0,828
1068.0,5952
34947.0,2675
339.0,4167
2435.0,4597
1233.0,1529
4657.0,4068
2501.0,2622
321.0,1133
9735.0,4394
643.0,1612
2860.0,6037
1763.0,669
12483.0,5061
33106.0,4515
7081.0,5833
1262.0,5625
4085.0,5916
99869.0,2998
681.0,4456
1973.0,5367
2470.0,5754
33595.0,1737
3800.0,5857
323.0,2173
172.0,2947
20727.0,4741
328.0,1151
2777.0,4333
4325.0,3453
911.0,4398
12082.0,6008
14217.0,2885
877.0,341
90142.0,3699
1945.0,2330
147.0,409
43724.0,5046
52303.0,3922
2054.0,4422
718.0,986
619.0,3011
4535.0,3841
5859.0,3815
25228.0,5341
260.0,2160
149.0,4135
7825.0,2107
2942.0,3627
218.0,3035
1486.0,6060
262.0,1949
420.0,389
223.0,767
257.0,1557
848.0,4705
37996.0,6009
296.0,702
4741.0,2797
1522.0,205
1933.0,197
1196.0,3615
1097.0,114
452.0,558
1891.0,4589
4564.0,5446
2751.0,5759
4913.0,1385
8111.0,2127
470.0,951
614.0,269
1511.0,534
1714.0,6124
3734.0,844
1313.0,3396
46949.0,3968
2065.0,688
135.0,2063
4271.0,5595
2715.0,5908
1132.0,2089
1565.0,3716
21211.0,3816
2371.0,2347
2632.0,457
572.0,67
27549.0,2776
2368.0,3101
1101.0,4590
774.0,2469
679.0,5608
7720.0,5923
2291.0,4586
46106.0,3386
2490.0,4674
1768.0,395
2910.0,1928
18260.0,2100
441.0,2195
1951.0,1796
604.0,1786
5244.0,5975
3005.0,4708
467.0,1066
610.0,567
1165.0,5861
2388.0,6026
11461.0,6041
12052.0,2633
521.0,4471
458.0,1763
560.0,5902
796.0,658
41962.0,4815
2127.0,1686
1439.0,1325
1904.0,1247
683.0,955
8374.0,4121
155.0,3131
309.0,5436
85613.0,2250
517.0,5375
675.0,3390
15559.0,2895
9891.0,4587
584.0,2930
8949.0,2907
1068.0,5936
35397.0,4971
302.0,2860
350.0,1132
46401.0,3962
366.0,4688
7536.0,5797
1113.0,1655
3081.0,2088
641.0,460
4999.0,2298
1685.0,4772
6641.0,5225
38083.0,4951
12353.0,441
4191.0,385
593.0,393
7061.0,2429
1552.0,1787
11711.0,81
7247.0,5251
282.0,557
514.0,2807
89577.0,4007
1126.0,2117
2782.0,778
33251.0,3248
1379.0,4271
3945.0,3346
40991.0,5354
576.0,1921
1542.0,5799
292.0,2798
1669.0,5478
583.0,1472
4258.0,2684
2458.0,5458
651.0,4711
945.0,4765
10262.0,1254
65104.0,5151
746.0,1700
3487.0,621
1078.0,4433
1938.0,2648
3946.0,2688
18066.0,6022
1478.0,5993
9604.0,4737
440.0,1068
25852.0,4052
3388.0,6096
434.0,2367
5824.0,350
281.0,116
135362.0,2566
396.0,2157
28935.0,4896
793.0,5680
10332.0,2674
39410.0,1574
2621.0,4754
2064.0,1287
6098.0,3855
59311.0,4817
72176.0,4238
9426.0,4331
42432.0,3735
28557.0,862
1790.0,3309
34338.0,1637
918.0,501
241.0,4599
369.0,2948
654.0,1664
253.0,2812
705.0,2009
529.0,3098
871.0,1319
288.0,3288
865.0,5119
908.0,6108
1044.0,5945
875.0,4552
824.0,246
2771.0,1788
1397.0,5809
1180.0,267
1962.0,354
8146.0,5093
523.0,3180
9964.0,3184
11942.0,1111
2916.0,5979
1415.0,1279
4617.0,6005
7085.0,1594
2200.0,5568
787.0,2386
24229.0,5383
659.0,4756
1733.0,5715
1334.0,3344
23986.0,3660
2973.0,4088
481.0,4396
41725.0,5363
1055.0,4236
3918.0,402
1593.0,2129
1887.0,4649
1442.0,2315
1186.0,380
17187.0,1112
741.0,4797
4118.0,3438
386.0,347
4287.0,4049
19619.0,4751
468.0,410
431.0,2237
538.0,138
19995.0,3336
32681.0,3540
30693.0,5412
966.0,2340
2800.0,4288
307.0,4217
621.0,2594
351.0,1948
598.0,4716
6808.0,3327
21369.0,5047
441.0,3616
14631.0,2792
5290.0,4983
3065.0,1028
1139.0,1526
23566.0,5518
305.0,2365
464.0,1775
96877.0,3111
999.0,1241
15284.0,5065
3360.0,2780
2121.0,4792
8905.0,4352
1764.0,3317
1961.0,678
785.0,323
954.0,3769
48967.0,3872
1668.0,5287
1133.0,1214
52377.0,4420
4418.0,1397
784.0,4623
2098.0,4391
12634.0,6072
654.0,368
4664.0,5385
666.0,3677
11100.0,3440
2100.0,1038
10681.0,3744
3483.0,4338
1488.0,407
543.0,5786
8164.0,4104
10879.0,200
1449.0,6106
34856.0,3752
5399.0,5964
3870.0,1645
309.0,2166
693.0,4159
1978.0,2852
12326.0,3377
15034.0,3940
99078.0,2565
35440.0,3537
1007.0,5959
7446.0,3985
560.0,4348
800.0,275
34991.0,5204
1028.0,5764
4631.0,2226
365.0,371
466.0,2016
118623.0,1994
1613.0,726
3594.0,4924
809.0,1097
206.0,677
2209.0,2784
1154.0,58
50646.0,3137
596.0,1
207.0,3887
1623.0,5394
3630.0,4730
573.0,666
16798.0,3917
650.0,2976
1629.0,3870
8237.0,1943
1309.0,4611
3692.0,3708
633.0,1352
3512.0,5243
1274.0,3907
37836.0,4969
119.0,1976
1390.0,1144
393.0,1260
3614.0,1797
2714.0,682
3106.0,2552
1393.0,5438
770.0,3150
1355.0,372
10256.0,4126
716.0,3417
1422.0,1822
744.0,3978
253.0,4148
6196.0,1363
1401.0,1580
9388.0,3074
1669.0,49
27834.0,1365
26397.0,2465
1452.0,5663
2514.0,5223
7219.0,22
231.0,2945
501.0,912
2189.0,3909
9102.0,5423
1185.0,1950
913.0,5942
630.0,199
7429.0,3643
1239.0,5349
751.0,2861
415.0,3100
1189.0,3990
1314.0,4424
2528.0,2106
2170.0,4516
400.0,6088
1831.0,60
2184.0,5424
4493.0,2094
1028.0,671
5454.0,2046
11048.0,2435
1940.0,4147
1574.0,1773
4949.0,5811
5823.0,422
1080.0,3629
118597.0,3467
1134.0,327
2150.0,4342
1169.0,5480
491.0,4130
24381.0,4407
2835.0,3278
3968.0,469
522.0,1053
1460.0,3213
8721.0,3165
7961.0,6094
451.0,2944
7285.0,905
1464.0,3006
1758.0,3049
37850.0,6016
884.0,4724
451.0,3013
2359.0,3216
886.0,245
3262.0,5976
2320.0,5644
2194.0,4284
12131.0,4444
18933.0,3025
24133.0,5461
2894.0,4719
12324.0,5246
7096.0,3223
1728.0,259
412.0,1266
5732.0,4545
14493.0,2433
1369.0,5516
914.0,6098
2240.0,1015
572.0,3998
353.0,573
7766.0,2029
250.0,1710
7076.0,3055
342.0,2639
44887.0,3558
28108.0,5159
6936.0,864
1545.0,4834
13487.0,3827
58963.0,3698
13277.0,3991
931.0,291
4790.0,423
1908.0,3073
12618.0,3999
7435.0,2002
31301.0,3592
1673.0,61
321.0,797
1687.0,5245
9510.0,901
6312.0,3431
607.0,2290
8123.0,2081
1285.0,3240
13298.0,5177
3699.0,2192
2894.0,4693
1828.0,5400
858.0,4950
14373.0,3977
29315.0,3182
31632.0,3848
10516.0,4245
1485.0,4906
1834.0,5125
11248.0,1794
601.0,4699
11898.0,3280
72881.0,2679
1659.0,4520
465.0,1206
119.0,1300
2235.0,2242
1549.0,1562
35230.0,3913
4400.0,4655
5711.0,2632
91290.0,4964
833.0,4162
21032.0,3664
2308.0,5859
20063.0,4572
172.0,1384
1810.0,4610
965.0,157
7797.0,5112
2883.0,2454
1763.0,5692
13935.0,1837
12633.0,2463
222.0,3243
6296.0,3199
3638.0,6083
5763.0,503
308.0,2067
21834.0,2786
567.0,1249
616.0,4377
15523.0,5345
337.0,2258
25482.0,5955
2984.0,5907
2250.0,4975
9325.0,3302
220.0,753
532.0,1894
966.0,1883
101723.0,1177
8730.0,2227
10193.0,5361
2753.0,4161
8535.0,3994
968.0,4993
17583.0,3918
908.0,1466
1030.0,4853
3047.0,2042
1217.0,1326
301.0,972
14655.0,4559
6172.0,1411
1720.0,5027
15005.0,3052
51610.0,4014
1313.0,490
297.0,808
14424.0,1547
1366.0,331
1383.0,5810
1691.0,5672
5169.0,6116
3915.0,4370
999.0,1695
12750.0,3486
4633.0,9
3972.0,5289
10180.0,445
497.0,411
357.0,4544
26069.0,3275
2833.0,1160
6644.0,1324
229.0,4949
9574.0,2647
5318.0,5110
939.0,3455
4939.0,88
265.0,1161
2239.0,4156
1971.0,2921
6125.0,4234
17866.0,1497
754.0,1774
238.0,2613
2036.0,3797
2614.0,6075
2137.0,1888
4627.0,3952
239.0,1199
59171.0,5167
1119.0,2446
13946.0,383
2145.0,5268
7305.0,4914
9480.0,4309
100379.0,3385
2066.0,5573
524.0,1119
4484.0,3642
2449.0,2735
5658.0,5200
460.0,5079
959.0,1801
19789.0,3108
772.0,4468
235.0,453
21641.0,1548
4822.0,3668
609.0,1074
4320.0,3272
8114.0,2918
312.0,3145
34408.0,5603
2859.0,4874
10504.0,802
946.0,3401
4460.0,5836
359.0,2598
811.0,1513
48432.0,3871
2685.0,3318
51405.0,3356
10500.0,4776
24573.0,5614
276.0,1080
1255.0,2415
38363.0,2125
502.0,3611
1360.0,3311
1164.0,1420
420.0,455
414.0,2263
5430.0,4987
20820.0,2306
1227.0,1087
761.0,4632
1480.0,4452
306.0,630
1382.0,1532
1094.0,5316
735.0,209
1763.0,4281
912.0,1727
538.0,606
214.0,5211
2112.0,850
15004.0,1288
2356.0,5622
24614.0,801
749.0,3290
7120.0,5933
9150.0,5031
602.0,856
334.0,3095
1464.0,3805
16121.0,4849
2120.0,4858
6729.0,4577
1461.0,5001
6719.0,3795
3298.0,2091
310.0,1124
83900.0,3001
256.0,1231
31947.0,3495
5677.0,3995
314.0,3205
516.0,872
1319.0,2442
494.0,151
4168.0,3195
1101.0,2020
26745.0,921
7072.0,2241
963.0,253
1484.0,4131
1929.0,119
296.0,2987
443.0,270
7216.0,3851
1736.0,4293
369.0,1269
438.0,4473
77508.0,5357
732.0,5829
3238.0,2870
4219.0,3828
2949.0,2439
3284.0,3312
2790.0,5222
2092.0,2055
3992.0,2779
653.0,101
2512.0,339
6097.0,3937
2893.0,4885
630.0,82
2083.0,2672
724.0,2931
261.0,1465
8720.0,4053
9059.0,1043
746.0,1048
720.0,4447
16439.0,1253
17990.0,3270
1716.0,2308
997.0,1348
1209.0,3682
2417.0,5940
20022.0,1879
3671.0,1732
40009.0,3079
987.0,2515
16682.0,2251
21234.0,1640
5627.0,3189
347.0,3586
4183.0,3310
994.0,5266
202.0,4679
629.0,4999
11477.0,5015
2978.0,4208
2181.0,3895
23347.0,4512
3502.0,4192
620.0,3230
19764.0,4749
692.0,218
10401.0,4201
878.0,4298
42768.0,5658
230303.0,5173
5153.0,373
28141.0,4114
6853.0,1403
175.0,1864
167.0,1945
1969.0,969
585.0,2228
883.0,5437
1463.0,230
2119.0,1587
888.0,1578
2077.0,1920
10199.0,785
1088.0,3509
8113.0,2900
2202.0,5571
25914.0,2574
835.0,2974
32667.0,5303
542.0,1071
144.0,2050
1326.0,93
613.0,5639
14261.0,3380
4405.0,2877
649.0,2550
572.0,4259
10178.0,5228
24946.0,1295
2376.0,5703
9065.0,2255
349.0,4283
145.0,4994
11243.0,1335
530.0,2902
327.0,774
16621.0,5470
24732.0,4402
324.0,3254
10282.0,3452
888.0,714
1943.0,5427
4384.0,4170
2786.0,523
12093.0,1742
2452.0,4943
28160.0,4019
9753.0,3810
391.0,1871
1101.0,4123
33549.0,4818
451.0,5583
346.0,839
3544.0,1829
1732.0,4184
34718.0,5150
1863.0,1984
7848.0,4748
2370.0,5503
315.0,526
485.0,1914
38995.0,559
16425.0,1293
3765.0,3553
21820.0,5557
1835.0,1425
2247.0,3858
2957.0,4180
400.0,2673
13707.0,4319
265.0,5140
10596.0,4166
29985.0,4096
1028.0,1926
111.0,812
8341.0,5051
11822.0,5974
142258.0,4008
31109.0,3801
780.0,1768
25192.0,2771
945.0,3326
935.0,5115
1052.0,3720
7192.0,980
1040.0,2304
2452.0,504
20509.0,1749
1105.0,6013
950.0,6130
3051.0,3402
4196.0,33
456.0,1188
256.0,633
9324.0,4625
2734.0,4013
2864.0,6071
30102.0,4607
671.0,900
3554.0,5352
1062.0,1927
4092.0,5542
54281.0,3925
1219.0,1489
55795.0,4064
