point_id,lat,lng,distance_km,moj_prison_name
2577,53.9489997806,-2.18533202103,86.2564305465,Full Sutton
736,51.1053505329,-3.67349791525,86.2766242817,Bristol
1674,50.7103317106,-2.73876671214,86.2895651312,Bristol
4058,50.9790210532,-1.10491225106,86.2905475134,Brixton
2579,54.0388759048,-2.1857321379,86.2969977235,Full Sutton
682,51.7334216489,-3.76901142194,86.3176643428,Bristol
968,50.8843499495,-3.38123506626,86.3204456702,Bristol
3707,51.2955586553,-1.38561932421,86.3408412693,Bristol
2651,52.1962305104,-2.10479450553,86.3470732089,Bristol
1315,50.7531484517,-3.02296112297,86.3770825311,Bristol
2685,53.7243963083,-2.10856523798,86.3791745049,Full Sutton
854,50.9724729864,-3.52628115863,86.3873368411,Bristol
2881,52.1513179463,-1.95853446219,86.3921045648,Bristol
3349,53.3644196789,-1.6568286326,86.4031348582,Full Sutton
5828,50.9484866671,0.816453447447,86.4265488869,Brixton
5053,52.227530968,-0.201537769397,86.4524066965,Brixton
3808,51.6997474332,-1.30781472031,86.4574386392,Brixton
5250,52.223982096,0.0179382388321,86.4675002368,Brixton
3608,51.1610405306,-1.45890951811,86.5054447032,Bristol
2325,52.2407821569,-2.32457209469,86.5129087483,Bristol
4309,50.842328744,-0.894482609264,86.5427556117,Brixton
4855,53.2640679141,-0.383250298766,86.5519009479,Full Sutton
5006,53.3068639686,-0.231545224151,86.5858622568,Full Sutton
3885,51.1148960389,-1.24515424386,86.6218137808,Brixton
2697,54.2636549086,-2.10998059067,86.6219476859,Full Sutton
810,51.9152586818,-3.63074947419,86.6324095408,Bristol
2576,53.9040612101,-2.18513277783,86.6699013955,Full Sutton
2186,50.7120384099,-2.38470805166,86.6813936893,Bristol
677,51.1941849001,-3.74827499095,86.7108039146,Bristol
4614,53.2219734685,-0.609517649438,86.7275134053,Full Sutton
2912,53.5446741201,-1.95719383374,86.7452693786,Full Sutton
2580,54.0838134589,-2.18593301558,86.7506300774,Full Sutton
5917,51.0796720295,0.96720711679,86.77734929,Brixton
3508,51.0714316799,-1.53131866789,86.7811866747,Bristol
3377,54.6226690291,-1.64633158522,86.9683953499,Full Sutton
4982,52.2286232649,-0.274706234645,87.0238394488,Brixton
1516,52.2377171572,-2.91031047569,87.040470138,Bristol
5313,52.2227085023,0.0910864678463,87.0488287595,Brixton
2932,54.4434398748,-1.9562676386,87.1478158886,Full Sutton
4507,52.1443432487,-0.716397217062,87.1507238943,Brixton
1029,50.8402188873,-3.30891717821,87.1518389239,Bristol
3319,52.0159974686,-1.66723257639,87.2342924814,Bristol
5622,52.1242989944,0.524760990121,87.2355347646,Brixton
3932,53.2274556298,-1.20854052235,87.247588231,Full Sutton
3211,52.0611332675,-1.73982764686,87.2673942411,Bristol
1266,52.1908755685,-3.12878769013,87.2699671126,Bristol
795,51.0164645417,-3.59901001643,87.2842957203,Bristol
3797,51.2052485995,-1.31525004432,87.3220970969,Brixton
3716,51.7001512026,-1.38015777211,87.3425590285,Bristol
3972,51.0245013774,-1.17532996705,87.3586206618,Brixton
4166,52.012322559,-1.01159399256,87.3656036184,Brixton
2575,53.8591223006,-2.18493407546,87.3680250731,Full Sutton
4673,52.1876011637,-0.568868599109,87.3689227509,Brixton
2851,50.802593246,-1.95973192872,87.3707993322,Bristol
2619,50.757592781,-2.10154056989,87.3911625178,Bristol
5277,53.4367799416,0.0749487238824,87.3920563644,Full Sutton
3711,51.4753810853,-1.3832076867,87.4203562107,Brixton
5530,52.1722480659,0.381219851982,87.4336236709,Brixton
5213,53.3931477819,-0.00237490745724,87.4367286768,Full Sutton
3655,53.2736769723,-1.43262250677,87.4618298537,Full Sutton
5952,51.1676334601,1.04438512474,87.4863323665,Brixton
2581,54.1287506746,-2.18613444211,87.4881238886,Full Sutton
5805,51.9829899646,0.808091596936,87.4899907164,Brixton
3710,51.4304260062,-1.38381293781,87.498449558,Brixton
5873,50.9916537922,0.890326490852,87.5029048013,Brixton
1120,52.1444443144,-3.27375263631,87.5762860031,Bristol
4252,52.0566345308,-0.937691152403,87.5783003476,Brixton
2291,50.7122507278,-2.31389280443,87.6197409504,Bristol
3712,51.5203358124,-1.38260086552,87.6279560699,Brixton
3901,51.834152867,-1.23319267613,87.6628695751,Brixton
3706,51.2506021668,-1.38621834838,87.6664677395,Bristol
5762,52.0296045081,0.73811323465,87.6924654079,Brixton
4080,51.9679632352,-1.08535091228,87.7242195716,Brixton
2431,52.24096093,-2.25134887413,87.7384657511,Bristol
3456,53.3192381646,-1.58213371356,87.753585122,Full Sutton
3426,51.9708169321,-1.59478353462,87.7726920622,Bristol
4393,50.7966815446,-0.824612672091,87.773450058,Brixton
5848,51.936335685,0.877924900495,87.8580016947,Brixton
3709,51.3854705749,-1.38441662422,87.8614743222,Brixton
3102,52.1062241122,-1.81256913429,87.8713514777,Bristol
4907,52.2296702203,-0.347879275327,87.8764965234,Brixton
5373,52.2213896031,0.1642291546,87.9111402474,Brixton
5340,53.4803601094,0.15243075699,87.9179248475,Full Sutton
4696,53.2210765884,-0.534655134241,87.950847481,Full Sutton
3295,50.9370351617,-1.6749860255,88.0106269753,Bristol
5989,51.3453215055,1.12796426981,88.0345861693,Brixton
5146,53.3494638661,-0.0795405199223,88.0510734052,Full Sutton
3809,51.7446997539,-1.30712820107,88.097835961,Brixton
3687,54.7116300936,-1.41273920269,88.0997830229,Full Sutton
3185,50.8922499475,-1.74638705748,88.1077985376,Bristol
3713,51.5652901876,-1.38199246889,88.1192299668,Brixton
683,51.7783555208,-3.77076877149,88.1480032829,Bristol
747,51.8692947323,-3.70171236023,88.1605812446,Bristol
3623,51.8353700151,-1.45086922697,88.1655348812,Bristol
2684,53.6794558891,-2.10844936185,88.2205292742,Full Sutton
2797,53.5896186698,-2.03268367576,88.2584373934,Full Sutton
1240,50.752505112,-3.09382694274,88.3031448721,Bristol
618,51.6424442694,-3.83773176657,88.3092383331,Bristol
2574,53.8141830517,-2.18473591195,88.3440535772,Full Sutton
3486,54.6673504391,-1.56842210281,88.3498261664,Full Sutton
4337,52.1008989314,-0.863642028264,88.3581840462,Brixton
1424,52.2371297154,-2.98351893515,88.3882823092,Bristol
2766,52.1962729625,-2.03164375159,88.4272132549,Bristol
5717,52.0761791057,0.667989384998,88.461508596,Brixton
3404,50.981776041,-1.60344776839,88.4802619686,Bristol
2698,54.3085909281,-2.11010064251,88.497806886,Full Sutton
2582,54.173687552,-2.18633641952,88.5023831559,Full Sutton
3708,51.3405147913,-1.38501875125,88.5059244633,Brixton
1095,50.7960417414,-3.23673562621,88.5418924291,Bristol
3842,53.2279292251,-1.28343057764,88.5914875198,Full Sutton
676,51.1492459809,-3.74657580493,88.597021453,Bristol
2815,54.3985079305,-2.0333284987,88.614625318,Full Sutton
4930,53.2630283422,-0.308322383246,88.6279952885,Full Sutton
3992,51.9235567783,-1.15896227531,88.6472148647,Brixton
5988,51.3004297963,1.12490945512,88.6777782595,Brixton
3607,51.1160824221,-1.45943453006,88.6784114546,Bristol
735,51.0604091744,-3.67187651726,88.7373911735,Bristol
3074,50.8474206057,-1.81765121099,88.7699153187,Bristol
5889,51.8896418782,0.94761357348,88.7894050437,Brixton
930,52.051998437,-3.48988173029,88.8272384065,Bristol
2397,50.7124200348,-2.24307678931,88.8300286867,Bristol
3803,51.4749805361,-1.31122068381,88.857307432,Bristol
3717,51.7451041712,-1.37954301935,88.8709959594,Bristol
3527,51.925591874,-1.52248013337,88.8722068982,Bristol
3714,51.6102442109,-1.38138249141,88.8894746014,Brixton
873,52.0061175431,-3.56120380391,88.9235176175,Bristol
3804,51.5199346217,-1.31054302186,88.9660181712,Bristol
3131,53.4096993989,-1.80689679828,88.9753995985,Full Sutton
3884,51.0699394697,-1.24588554707,88.9775174845,Brixton
4832,52.2306718277,-0.421056697836,89.002295757,Brixton
3802,51.4300260972,-1.31189659244,89.029712899,Bristol
2992,52.1512697855,-1.88545742695,89.0345479205,Bristol
5430,52.2200254064,0.237366105993,89.0462720769,Brixton
3021,53.4547396098,-1.88198832339,89.0585860278,Full Sutton
3796,51.1602920385,-1.31591555774,89.0999923482,Brixton
5916,51.0347715636,0.964336496802,89.1289422401,Brixton
5077,53.3057284291,-0.156548496808,89.2233239345,Full Sutton
2539,52.2410942863,-2.1781249854,89.2277611769,Bristol
3705,51.2056453257,-1.38681582903,89.2528893692,Bristol
5951,51.1227368492,1.04143065336,89.2609564478,Brixton
990,52.0978368486,-3.41841350952,89.2925785291,Bristol
4141,50.888543208,-1.03556132235,89.2986482061,Brixton
4591,52.1884652998,-0.641984239852,89.3446062807,Brixton
3805,51.5648883541,-1.30986360059,89.3548190889,Bristol
5576,52.1707504384,0.454264921406,89.417607547,Brixton
3707,51.2955586553,-1.38561932421,89.4257158772,Brixton
4776,53.2201327011,-0.459796727767,89.4373611182,Full Sutton
1909,52.284561763,-2.61807931321,89.4404534656,Bristol
2734,50.757633115,-2.03065545747,89.4470249841,Bristol
3240,53.3646118719,-1.73196383037,89.4528463614,Full Sutton
1193,52.1901531221,-3.20191393047,89.4566496553,Bristol
3801,51.385071305,-1.31257075374,89.4816096956,Bristol
3157,54.5780884799,-1.80142118289,89.48531614,Full Sutton
4057,50.9340650159,-1.10577527283,89.497031153,Brixton
3507,51.0264723771,-1.53177193956,89.5077820946,Bristol
2012,52.2849227705,-2.54478664854,89.5161980226,Bristol
3045,54.5332565205,-1.87890544843,89.5289439834,Full Sutton
619,51.687377141,-3.839551406,89.542464117,Bristol
811,51.9601943804,-3.6323801397,89.5796053129,Bristol
2573,53.7692434634,-2.18453828533,89.5889044453,Full Sutton
5987,51.2555376102,1.12186250757,89.5958054379,Brixton
3557,53.274009949,-1.507596483,89.6430794328,Full Sutton
1808,52.2841552738,-2.69137033191,89.643960889,Bristol
908,50.8834872827,-3.45228994807,89.6530219704,Bristol
4277,53.1801546687,-0.910144986451,89.6571336485,Full Sutton
4225,50.8429796444,-0.965484149298,89.6592357633,Brixton
853,50.927527373,-3.52480931877,89.68523101,Bristol
4423,52.1451155407,-0.789446256764,89.6904603851,Brixton
2911,53.4997322736,-1.95723883626,89.7008459093,Full Sutton
4361,53.1794470223,-0.835346376246,89.7334475278,Full Sutton
5670,52.1227135469,0.597719618871,89.782562432,Brixton
2583,54.2186240915,-2.18653894986,89.7840287969,Full Sutton
4192,53.1808153588,-0.984946645869,89.8593991906,Full Sutton
2117,52.2852382941,-2.47149253297,89.8704884859,Bristol
3715,51.6551978826,-1.38077092763,89.9315222816,Brixton
2962,50.8025473435,-1.8887788327,89.9845073789,Bristol
3810,51.789651722,-1.30643989203,89.9864917973,Brixton
1344,52.2364968802,-3.05672478303,89.9940745677,Bristol
3268,54.622870251,-1.72376672431,89.9989544304,Full Sutton
3806,51.6098417334,-1.30918241396,90.0200810907,Bristol
4446,53.1786924241,-0.760551024332,90.0876328715,Full Sutton
3902,51.8791034065,-1.23242844554,90.1172497756,Brixton
1709,52.2837033053,-2.76465950963,90.1248286078,Bristol
2933,54.4883746175,-1.95621998586,90.1290287137,Full Sutton
967,50.8394007647,-3.379907217,90.1769817389,Bristol
3750,53.2283557697,-1.35832264323,90.192913634,Full Sutton
3800,51.3401161591,-1.31324317367,90.2087976227,Bristol
684,51.8232890042,-3.77253070345,90.2186332635,Bristol
3971,50.9795448633,-1.17612636721,90.2506986065,Brixton
3589,54.7119810059,-1.49034150668,90.2656179147,Full Sutton
5925,51.8429087528,1.01715804356,90.2667626219,Brixton
794,50.9715208257,-3.59746565468,90.2730135434,Bristol
2505,50.7125463301,-2.17226017939,90.3013232947,Bristol
2683,53.6345151302,-2.10833379877,90.301504875,Full Sutton
1053,52.1436325637,-3.34679873205,90.3108569211,Bristol
4107,53.1814290884,-1.05975114537,90.3383729748,Full Sutton
5872,50.9467495633,0.887538944729,90.390366432,Brixton
4754,52.2316280811,-0.494238308493,90.3910319602,Brixton
5484,52.2186159206,0.310497129019,90.4439526005,Brixton
1165,50.7518187203,-3.16469008299,90.4648572763,Bristol
3348,53.3194772595,-1.65718898914,90.4820518699,Full Sutton
2221,52.2855083317,-2.39819716156,90.5000535523,Bristol
3624,51.8803225098,-1.45032198453,90.5123905665,Bristol
4308,50.7973745297,-0.895543387328,90.5721179166,Brixton
1873,50.6661822498,-2.5965767235,90.5741007679,Bristol
2699,54.3535266105,-2.11022102393,90.6110469334,Full Sutton
3706,51.2506021668,-1.38621834838,90.6124641271,Brixton
1976,50.6665230492,-2.52583245954,90.6488980749,Bristol
3718,51.7900567884,-1.37892666385,90.6497944178,Bristol
3320,52.0609498833,-1.66689889582,90.7146795723,Bristol
4530,53.1778908788,-0.685759139728,90.7164350466,Full Sutton
675,51.1043066736,-3.74488098727,90.7199035778,Bristol
2882,52.1962700694,-1.95849291317,90.735478377,Bristol
5986,51.2106449477,1.11882340051,90.7803301773,Brixton
748,51.9142291617,-3.70341114669,90.7833651643,Bristol
3784,54.7561592366,-1.33440292785,90.8502160844,Full Sutton
5276,53.3918667223,0.0727631856006,90.8783335723,Full Sutton
1611,52.2832058603,-2.83794665137,90.8786539254,Bristol
2796,53.5446771583,-2.03264876746,90.8903282446,Full Sutton
5005,53.2619417055,-0.233399221794,90.9319060617,Full Sutton
4167,52.0572690615,-1.01060252577,90.9345297484,Brixton
3807,51.6547947597,-1.3084994559,90.9557381629,Bristol
3427,52.0157693273,-1.59437780895,90.9581045153,Bristol
2652,52.2411822249,-2.10490062296,90.967842433,Bristol
2081,50.6668209105,-2.4550869128,90.9987786428,Bristol
4081,52.0129110412,-1.08443490574,91.0048279181,Brixton
3212,52.1060856307,-1.73956639422,91.0215875647,Bristol
620,51.7323096209,-3.84137578199,91.0339726987,Bristol
5806,52.0278893135,0.810904916323,91.0540415386,Brixton
1314,50.7081923488,-3.02198216905,91.0586024569,Bristol
3378,54.6676015882,-1.64594160781,91.0604293448,Full Sutton
3606,51.0711239616,-1.45995819246,91.0743067662,Bristol
3704,51.160688132,-1.38741177138,91.086480641,Bristol
4020,53.1819958537,-1.13455827577,91.0896900893,Full Sutton
2572,53.7243035355,-2.18434119363,91.0915572212,Full Sutton
5339,53.4354494608,0.150160034595,91.1101613804,Full Sutton
3795,51.1153351235,-1.31657935914,91.1178831595,Brixton
2470,53.9937959361,-2.26179593628,91.1316729913,Full Sutton
5849,51.981232669,0.880803302189,91.1337943177,Brixton
5122,52.2713208723,-0.126482137517,91.1659400203,Brixton
5188,52.2701360068,-0.0532495522545,91.170711366,Brixton
4854,53.2191418125,-0.38494263952,91.1741825023,Full Sutton
5212,53.3482320778,-0.00447568612009,91.1958415663,Full Sutton
3799,51.2951606597,-1.31391385815,91.2046921127,Bristol
3716,51.7001512026,-1.38015777211,91.2360603317,Brixton
1028,50.7952680278,-3.30766079977,91.2475299536,Bristol
2469,53.9488579372,-2.26151414481,91.2495579138,Full Sutton
2816,54.4434430149,-2.03336526011,91.2745957153,Full Sutton
5950,51.0778397687,1.03848376679,91.2752887752,Brixton
2471,54.0387335957,-2.26207849621,91.2879062358,Full Sutton
2584,54.263560293,-2.18674203517,91.321803693,Full Sutton
2326,52.2857328819,-2.3249007294,91.3992050581,Bristol
734,51.015467431,-3.67025928111,91.4056523805,Bristol
617,51.1930940077,-3.8197923455,91.4068297407,Bristol
4253,52.1015796537,-0.936623843074,91.4127928505,Brixton
5054,52.2724603369,-0.199719702563,91.4349967386,Brixton
5251,52.2689057477,0.0199778591799,91.4492679149,Brixton
5763,52.0745061608,0.740861093527,91.5221748774,Brixton
3294,50.8920740372,-1.67529877594,91.5234350066,Bristol
3883,51.0249825448,-1.24661497213,91.5459371722,Brixton
4508,52.1892841382,-0.715103474725,91.5510168172,Brixton
4613,53.1770423915,-0.610970931394,91.6141996567,Full Sutton
2185,50.6670758321,-2.38434025573,91.6205910631,Bristol
3993,51.9685058119,-1.15812134795,91.6224247018,Brixton
5623,52.169207621,0.527303506696,91.6317550341,Brixton
2468,53.9039195989,-2.26123311899,91.6405031454,Full Sutton
5915,50.9898706341,0.96147323523,91.693120461,Brixton
3403,50.9368156165,-1.6038300215,91.7029195439,Bristol
2472,54.0836709162,-2.26236182745,91.7168568348,Full Sutton
2850,50.7576303672,-1.95977026933,91.7296313673,Bristol
3528,51.9705441791,-1.52200274406,91.7474820588,Bristol
5890,51.9345364367,0.950556680822,91.7600046479,Brixton
1267,52.2358186554,-3.12992782518,91.8443164546,Bristol
1121,52.1893853677,-3.27503698806,91.8636880126,Bristol
3103,52.1511763525,-1.81238069375,91.8733134033,Bristol
3184,50.8472881929,-1.7466306567,91.8893511674,Bristol
1517,52.2826629418,-2.91123156219,91.898720051,Bristol
4983,52.2735543936,-0.272962053267,91.9754784569,Brixton
5314,52.2676301025,0.0931999028297,91.9991227859,Brixton
4392,50.7517280674,-0.825738670264,92.0208592121,Brixton
2618,50.7126296129,-2.10144314779,92.0211061716,Bristol
4674,52.2325389747,-0.567423913547,92.0308028196,Brixton
3654,53.2287352611,-1.43321650904,92.0384250117,Full Sutton
3455,53.2742957914,-1.58257184412,92.0445093367,Full Sutton
3705,51.2056453257,-1.38681582903,92.05584528,Brixton
5145,53.3045457625,-0.0815569621389,92.0570014995,Full Sutton
5531,52.2171611542,0.383622030772,92.0922285168,Brixton
3931,53.182515651,-1.20936782784,92.1066862361,Full Sutton
3811,51.8346033375,-1.305749787,92.108135965,Brixton
3808,51.6997474332,-1.30781472031,92.1535545159,Bristol
5985,51.1657518091,1.1157921074,92.2210840434,Brixton
5957,51.7961365165,1.08655873789,92.2638521875,Brixton
2467,53.858980921,-2.26095285602,92.3010390733,Full Sutton
874,52.0510540669,-3.56277006129,92.3402582336,Bristol
2473,54.1286078977,-2.26264593284,92.4147273457,Full Sutton
3615,51.4757374483,-1.45519625966,92.4199582818,Brixton
3506,50.9815127233,-1.53222404794,92.4246274016,Bristol
4338,52.145842598,-0.862498492843,92.4311024109,Brixton
3798,51.2502048065,-1.31458281307,92.460610847,Bristol
3020,53.4097971649,-1.88211247141,92.4820617339,Full Sutton
3614,51.4307817995,-1.45573084789,92.4938305178,Brixton
2290,50.6672878125,-2.31359266083,92.5088520037,Bristol
685,51.8682220993,-3.77429723363,92.5134211513,Bristol
931,52.0969361015,-3.49137893108,92.5181581534,Bristol
5718,52.1210830009,0.670671403615,92.5298790016,Brixton
2432,52.2859119431,-2.25160343161,92.5600868492,Bristol
2682,53.5895740315,-2.10821854758,92.6059489448,Full Sutton
3616,51.5206927462,-1.45466028463,92.6163521943,Brixton
3487,54.7122822454,-1.5679453686,92.6509135754,Full Sutton
3719,51.8350090544,-1.37830870006,92.6645376245,Bristol
3130,53.3647567724,-1.80709978561,92.6721194912,Full Sutton
3688,54.7565604824,-1.41208933391,92.6826400758,Full Sutton
812,52.0051296973,-3.63401507222,92.7029502939,Bristol
621,51.7772417088,-3.84320491086,92.7713074743,Bristol
4695,53.1761469676,-0.536186608224,92.7731187893,Full Sutton
3903,51.9240535924,-1.23166221753,92.7763909197,Brixton
4908,52.2746030359,-0.346208995422,92.7826419444,Brixton
3717,51.7451041712,-1.37954301935,92.7920185674,Brixton
3073,50.8024582909,-1.81782600927,92.7942162018,Bristol
5374,52.2663090789,0.166416384828,92.815454449,Brixton
2910,53.4547900868,-1.95728371758,92.8317927981,Full Sutton
3613,51.3858257997,-1.45626405407,92.8373237383,Brixton
2571,53.6793632677,-2.18414463491,92.8394947975,Full Sutton
1094,50.7510892806,-3.23555037036,92.8457613989,Bristol
4056,50.8891086197,-1.10663608363,92.8621482642,Brixton
1239,50.7075500318,-3.09278022109,92.8876422843,Bristol
5926,51.8878008256,1.02016548143,92.9216252506,Brixton
4140,50.8435873524,-1.03648823471,92.9403495069,Brixton
2767,52.2412247455,-2.03167598129,92.9446251765,Bristol
2700,54.3984619559,-2.11034173616,92.9454777226,Full Sutton
3046,54.5781905041,-1.87877255071,92.9727476926,Full Sutton
6021,51.3433840031,1.19964127159,93.0105281847,Brixton
674,51.0593669782,-3.74319052318,93.0632559069,Bristol
3625,51.9252746547,-1.44977331169,93.068921511,Bristol
3617,51.5656476932,-1.45412291805,93.0813015527,Brixton
2585,54.3084961568,-2.18694567751,93.1030173113,Full Sutton
852,50.8825813806,-3.52334124817,93.1348987015,Bristol
4929,53.2181039289,-0.310093078929,93.1473109978,Full Sutton
3703,51.1157305853,-1.38800618065,93.1526470391,Bristol
1425,52.2820745532,-2.98451404716,93.1762832203,Bristol
559,51.6412914047,-3.90994840578,93.1931681117,Bristol
616,51.1481568277,-3.81802375234,93.1980537247,Bristol
3158,54.6230219588,-1.80120270305,93.1993659174,Full Sutton
2466,53.8140419033,-2.2606733531,93.2254354309,Full Sutton
991,52.1427755874,-3.41984127084,93.2335555771,Bristol
2993,52.1962218309,-1.88534218406,93.2549303179,Bristol
2934,54.5333090239,-1.9561722017,93.2831271968,Full Sutton
3970,50.934587992,-1.17692072539,93.3212119189,Brixton
3794,51.0703778543,-1.31724145432,93.3602090106,Brixton
907,50.8385394703,-3.45089386043,93.3720142401,Bristol
2474,54.1735445406,-2.26293081525,93.3754883956,Full Sutton
3841,53.1829884771,-1.28417959232,93.3806813974,Full Sutton
3239,53.3196691399,-1.7322452312,93.3986708654,Full Sutton
793,50.926576728,-3.59592525087,93.4338571881,Bristol
5076,53.2608080109,-0.158481024428,93.4467844882,Full Sutton
3612,51.3408694487,-1.45679588289,93.4474647806,Brixton
4224,50.7980243947,-0.966476813382,93.5544683738,Brixton
749,51.9591632061,-3.70511437438,93.5999502977,Bristol
3809,51.7446997539,-1.30712820107,93.6034663626,Bristol
6020,51.2984953831,1.19651673778,93.6195404188,Brixton
2396,50.6674568505,-2.24284430061,93.6559805422,Bristol
3605,51.0261651493,-1.46048050988,93.6760270708,Bristol
2795,53.4997353068,-2.03261395316,93.7152696505,Full Sutton
3704,51.160688132,-1.38741177138,93.7440059163,Brixton
3618,51.6106022896,-1.45358415514,93.8108133624,Brixton
4833,52.2756062572,-0.419460334746,93.8496065788,Brixton
3893,51.4745358031,-1.23923543423,93.8572111046,Bristol
5431,52.264942685,0.2396271114,93.8913125681,Brixton
5984,51.1208581946,1.11276860185,93.9062742162,Brixton
4592,52.2334045029,-0.640613319182,93.9084590249,Brixton
1194,52.2350950452,-3.20312786749,93.9245626699,Bristol
3269,54.6678031428,-1.72346219207,93.9590964266,Full Sutton
3894,51.5194891764,-1.23848693752,93.960137194,Bristol
3797,51.2052485995,-1.31525004432,93.9661282219,Bristol
4424,52.1900576738,-0.788226110462,93.9719037216,Brixton
2540,52.2860455143,-2.17830546331,93.9729996851,Bristol
2733,50.7126698828,-2.03062586761,93.9757360882,Bristol
5577,52.2156611161,0.456740618447,93.977915195,Brixton
3892,51.4295820751,-1.23998199439,94.0204486863,Bristol
5671,52.1676196229,0.600335415929,94.0598135328,Brixton
3556,53.2290676967,-1.50811196492,94.1136636598,Full Sutton
2817,54.4883777628,-2.03340212271,94.1251923011,Full Sutton
966,50.7944512063,-3.37858276313,94.1411532241,Bristol
4775,53.1752046127,-0.461406379044,94.1835524976,Full Sutton
2961,50.7575845377,-1.88888517917,94.2225040161,Bristol
733,50.9705253027,-3.66864619279,94.2637893463,Bristol
3428,52.0607213749,-1.59397102001,94.3011563142,Bristol
3882,50.9800252643,-1.24734252535,94.309695195,Brixton
3611,51.2959127464,-1.45732633905,94.3190790294,Brixton
3895,51.5644421952,-1.23773649765,94.3283556874,Bristol
3321,52.1059019514,-1.66656434002,94.3317782886,Bristol
560,51.6862224284,-3.91183943644,94.3625873313,Bristol
2465,53.7691025456,-2.26039460745,94.4059415956,Full Sutton
4082,52.0578584904,-1.0835164991,94.4363209225,Brixton
1910,52.3295102536,-2.61870586576,94.440065763,Bristol
3812,51.8795546007,-1.30505787977,94.4470683288,Brixton
3891,51.3846279923,-1.24072662464,94.4484698976,Bristol
5914,50.9449692414,0.958617307323,94.4525718808,Brixton
5338,53.3905384056,0.147895412342,94.4593113676,Full Sutton
1054,52.18857231,-3.34815666954,94.4742408437,Bristol
6019,51.2536062803,1.19340024981,94.4895673779,Brixton
5275,53.346953101,0.0705835136497,94.5006429086,Full Sutton
2013,52.3298718432,-2.545338945,94.5118035676,Bristol
5850,52.0261291948,0.883689232564,94.5606073992,Brixton
3718,51.7900567884,-1.37892666385,94.5869901983,Brixton
2475,54.2184808448,-2.26321647755,94.5911297947,Full Sutton
5958,51.8410260439,1.08963013271,94.5989345893,Brixton
1809,52.3291031089,-2.69207113478,94.6328221551,Bristol
4168,52.1022152056,-1.00960845903,94.633126893,Brixton
3347,53.2745344975,-1.65754837921,94.6493618989,Full Sutton
4276,53.135218172,-0.911282318767,94.6567568182,Full Sutton
1345,52.281440698,-3.0577939114,94.7009227118,Bristol
4360,53.1345116741,-0.836561742934,94.7290430782,Full Sutton
622,51.8221734048,-3.845038809,94.7409457186,Bristol
3590,54.7569119755,-1.48977754193,94.7437690841,Full Sutton
5807,52.0727882096,0.81372560116,94.7479735165,Brixton
3994,52.0134544904,-1.15727821902,94.7681840768,Brixton
3619,51.6555565353,-1.45304399111,94.7987801012,Brixton
3529,52.0154961357,-1.52152410478,94.7994291612,Bristol
2570,53.6344226599,-2.18394860722,94.8191530838,Full Sutton
2118,52.3301878756,-2.47197056823,94.8474354206,Bristol
4191,53.1358777897,-0.98600593289,94.8483611886,Full Sutton
3213,52.151037648,-1.73930445571,94.8907830507,Bristol
3720,51.8799609693,-1.37768912243,94.9001993588,Bristol
5891,51.9794305317,0.953507478778,94.9012036696,Brixton
3749,53.1834143291,-1.3589933599,94.90132595,Full Sutton
1164,50.7068647311,-3.16357560257,94.9450319756,Bristol
3896,51.6093948594,-1.23698410794,94.9587804885,Bristol
686,51.913154806,-3.77606837797,95.0161270432,Bristol
2504,50.6675829451,-2.17209534758,95.0526048228,Bristol
4445,53.1337583006,-0.76184441372,95.0646179904,Full Sutton
5211,53.3033159761,-0.00657083073691,95.0693510878,Full Sutton
3402,50.8918548415,-1.60421129514,95.0794096937,Bristol
1710,52.3286504115,-2.76543455637,95.0884642675,Bristol
2586,54.3534316832,-2.18714987895,95.1139938978,Full Sutton
2681,53.5446325927,-2.10810360717,95.1176207505,Full Sutton
3890,51.3396735546,-1.24146933154,95.1377010486,Bristol
2883,52.2412218476,-1.95845125483,95.1433567911,Bristol
4755,52.2765640515,-0.49271587688,95.1676345392,Brixton
3293,50.8471125626,-1.67561072562,95.1693640319,Bristol
5485,52.2635309292,0.312831888868,95.2179004545,Brixton
615,51.1032192562,-3.81625970571,95.2184116276,Bristol
3379,54.71253381,-1.64555055115,95.2391820376,Full Sutton
3810,51.789651722,-1.30643989203,95.2939673866,Bristol
4106,53.1364905231,-1.06073237692,95.3022645534,Full Sutton
5004,53.2170190569,-0.235248255341,95.3420764264,Full Sutton
4254,52.1465244162,-0.935553732595,95.3553286487,Brixton
1027,50.7503167971,-3.30640763154,95.4294525682,Bristol
3702,51.0707726858,-1.38859906202,95.4362842174,Bristol
2222,52.3304583487,-2.39860093122,95.4441773926,Bristol
3610,51.2509556927,-1.45785542721,95.4450033474,Brixton
5764,52.1194073661,0.743616153315,95.4601932706,Brixton
2701,54.4433969645,-2.11046278044,95.4848775033,Full Sutton
3505,50.9365527181,-1.53267499695,95.5142944545,Bristol
3785,54.8010886207,-1.33366512174,95.5628681304,Full Sutton
673,51.0144268947,-3.74150439799,95.6108691249,Bristol
6018,51.2087166951,1.19029178044,95.613484082,Brixton
3904,51.9690034246,-1.23089398517,95.6232122293,Brixton
2653,52.2861335947,-2.10500701965,95.6267727266,Bristol
1975,50.6215609985,-2.52533065175,95.6446099737,Bristol
4529,53.1329580562,-0.687130539398,95.660710769,Full Sutton
3703,51.1157305853,-1.38800618065,95.6639882102,Brixton
3796,51.1602920385,-1.31591555774,95.709466344,Bristol
