point_id,lat,lng,distance_km,moj_prison_name
1688,51.3397324691,-2.74884313553,19.1449033152,Bristol
4040,54.0807118109,-1.11597453172,19.1658992784,Full Sutton
1592,51.3842052675,-2.82141933792,19.295171309,Bristol
2309,51.5215234004,-2.31942924278,19.3696282184,Bristol
4630,53.9408206012,-0.585725131063,19.4335180841,Full Sutton
1895,51.655246118,-2.60947782611,19.4668036339,Bristol
4888,51.3758741244,-0.378799103595,19.5401777588,Brixton
4632,54.0306698694,-0.582677930155,19.6127925239,Full Sutton
2307,51.4316097991,-2.31880131643,19.6601090275,Bristol
4291,53.809228057,-0.893897096877,19.6825214917,Full Sutton
5354,51.367841984,0.123739188165,19.6953924874,Brixton
1998,51.6555990967,-2.53720457207,19.8119013726,Bristol
2206,51.6112164042,-2.39226586398,20.00725157,Bristol
4375,53.8085040755,-0.817983705036,20.0272724913,Full Sutton
4545,53.8518393547,-0.664739461559,20.1735378281,Full Sutton
5032,51.2839243943,-0.238640557388,20.270138611,Brixton
5229,51.2804929944,-0.0236862039689,20.3344164633,Brixton
4968,51.5995469933,-0.298651502935,20.3565361218,Brixton
1794,51.6548486689,-2.68174951221,20.3813996438,Bristol
4299,54.1686671516,-0.884332293793,20.3814051063,Full Sutton
5299,51.593763653,0.0620716593651,20.4631013991,Brixton
4206,53.8099039988,-0.96981369664,20.584257604,Full Sutton
1887,51.2956062731,-2.6047016462,20.5986893354,Bristol
4892,51.5556321352,-0.372416072727,20.6682985927,Brixton
4551,54.1213957513,-0.656089663444,20.6874755559,Full Sutton
4383,54.1679336152,-0.807762665516,20.7145278795,Full Sutton
5358,51.5475484551,0.132097933786,20.8151028126,Brixton
2200,51.3414776935,-2.38995745409,20.8399204496,Bristol
1990,51.2959547627,-2.53299444594,20.9251283058,Bristol
2310,51.5664796787,-2.31974442879,21.0834959741,Bristol
3949,53.991381814,-1.19412995686,21.133899274,Full Sutton
1500,51.4735842692,-2.89501510876,21.1520980971,Bristol
4629,53.8958954156,-0.587242525141,21.1934334735,Full Sutton
4214,54.1693520146,-0.960905225766,21.2535098969,Full Sutton
5108,51.6422996467,-0.152523865517,21.271308146,Brixton
5174,51.6411411184,-0.0803078445917,21.2917482007,Brixton
2103,51.655907603,-2.4649299359,21.355711842,Bristol
1786,51.2952138786,-2.67640732085,21.4651114615,Bristol
4633,54.0755939522,-0.58114809283,21.5211903322,Full Sutton
4460,53.807732059,-0.742073741066,21.5587948319,Full Sutton
2306,51.3866524758,-2.31848857054,21.6145456071,Bristol
3948,53.9464477684,-1.1949961248,21.6365823501,Full Sutton
1596,51.6089687422,-2.82547081689,21.6554880275,Bristol
4035,53.856045965,-1.12071521264,21.7906328844,Full Sutton
3950,54.0363155117,-1.19326142693,21.797745325,Full Sutton
1499,51.4286320613,-2.89413627774,21.8650394177,Bristol
4468,54.1671514103,-0.731196567444,22.1986859169,Full Sutton
4887,51.3309336662,-0.380384566713,22.2593472923,Brixton
4041,54.1256439314,-1.11501862016,22.2672786365,Full Sutton
2095,51.2962593455,-2.46128590085,22.3923198194,Bristol
5353,51.322914348,0.121662976913,22.3957245979,Brixton
5040,51.6434137821,-0.224744630431,22.3963961173,Brixton
1695,51.6544067519,-2.75401944459,22.4019298088,Bristol
1591,51.3392515043,-2.82061531664,22.4270446263,Bristol
4815,51.4667285518,-0.447565781791,22.441670294,Brixton
5237,51.6399382039,-0.00809675253399,22.4545882313,Brixton
4961,51.2849805311,-0.310301120672,22.583368396,Brixton
4121,53.8105318966,-1.04573328432,22.5836593567,Full Sutton
5413,51.4563685282,0.199819510426,22.6154479585,Brixton
5292,51.2792615539,0.0479555353396,22.6794727474,Brixton
4814,51.4217873007,-0.449088935435,22.7439785573,Brixton
5412,51.4114438269,0.197662136488,22.915463805,Brixton
1501,51.563487612,-2.89677961683,23.1532689756,Bristol
4129,54.1699881996,-1.03748123486,23.1952946041,Full Sutton
3947,53.901513375,-1.19585993942,23.2301892602,Full Sutton
4816,51.5116694238,-0.446038678904,23.2372238133,Brixton
1687,51.2947775817,-2.74811128911,23.3922213092,Bristol
5414,51.5012928179,0.201982474852,23.4050954138,Brixton
3951,54.0812488618,-1.1923905263,23.5295920913,Full Sutton
1498,51.3836794957,-2.89325971836,23.6378646151,Bristol
4893,51.6005706824,-0.370809949805,23.7385461156,Brixton
2311,51.6114356089,-2.32006043375,23.7454228782,Bristol
2414,51.4767407352,-2.24712175864,23.8622334333,Bristol
5359,51.5924740542,0.1342011877,23.8664725099,Brixton
2207,51.656171635,-2.39265410342,23.8667429818,Bristol
4713,53.9848233105,-0.507979132647,23.8715650727,Full Sutton
4628,53.8509698623,-0.58875580184,23.8885248533,Full Sutton
5099,51.2378882539,-0.168771062084,23.9876740336,Brixton
5165,51.2367462764,-0.0971892986541,24.0058013142,Brixton
4544,53.8069120124,-0.666167424854,24.0514370833,Full Sutton
4813,51.3768456705,-0.450608153303,24.1028744271,Brixton
2415,51.5216976403,-2.24736526677,24.26391332,Bristol
5411,51.3665187142,0.195510333991,24.26475791,Brixton
4712,53.939900002,-0.509582519207,24.3177222678,Full Sutton
4634,54.1205176676,-0.579614077131,24.3240957908,Full Sutton
2305,51.341694804,-2.31817663246,24.4511201508,Bristol
1896,51.7001995159,-2.61008184828,24.4599212773,Bristol
4714,54.0297462483,-0.506371375447,24.4612269061,Full Sutton
2413,51.4317834824,-2.24687888052,24.4964258465,Bristol
4969,51.6444835178,-0.296969954378,24.5097647448,Brixton
5300,51.6386909106,0.0641092258566,24.5983439247,Brixton
4552,54.1663205419,-0.654634226021,24.6266450741,Full Sutton
4290,53.7642965659,-0.895078137135,24.6759325972,Full Sutton
1999,51.7005530608,-2.53773700804,24.7354551438,Bristol
2199,51.2965200195,-2.38957619175,24.7986084121,Bristol
4374,53.7635737673,-0.819245776551,24.951786323,Full Sutton
5031,51.2389864718,-0.240357425937,24.9907685825,Brixton
4817,51.5566099166,-0.444507613247,25.0261578257,Brixton
5228,51.235560546,-0.0256123149449,25.042932894,Brixton
5415,51.5462166961,0.2041510489,25.1821066692,Brixton
1795,51.6998014295,-2.68242511518,25.1939031635,Bristol
1597,51.6539203696,-2.8262874375,25.264430864,Bristol
4300,54.2135954358,-0.883121953706,25.3752177692,Full Sutton
4205,53.7649714033,-0.970913693936,25.4010168768,Full Sutton
4034,53.8111117462,-1.12165563985,25.4230540804,Full Sutton
1886,51.2506497081,-2.60411154405,25.5924734475,Bristol
1502,51.6084387471,-2.89766530955,25.6008822002,Bristol
4384,54.2128606935,-0.806469285278,25.6435502222,Full Sutton
2416,51.5666541977,-2.24760940709,25.6528515914,Bristol
4886,51.2859928259,-0.381965940003,25.6736934802,Brixton
3946,53.8565786335,-1.19672140933,25.7126756744,Full Sutton
4711,53.8949763226,-0.511181551153,25.7459047921,Full Sutton
5352,51.2779863049,0.119592119081,25.792023482,Brixton
1989,51.2509976415,-2.53247428043,25.855941086,Bristol
4042,54.1705757027,-1.11406009446,25.9678975007,Full Sutton
2104,51.7008620618,-2.4653907809,25.9884153701,Bristol
4715,54.0746688152,-0.504759231502,26.016372239,Full Sutton
4215,54.2142814248,-0.959777938075,26.0808681924,Full Sutton
2412,51.3868258816,-2.24663663028,26.0910631075,Bristol
3952,54.1261818645,-1.19151724621,26.1178426887,Full Sutton
3859,53.9918687353,-1.27038372486,26.1333447411,Full Sutton
1590,51.2942973847,-2.81981337025,26.146529894,Bristol
4459,53.7628030121,-0.743416831332,26.1969775332,Full Sutton
5109,51.687232285,-0.150695116399,26.2451625106,Brixton
1497,51.3387265722,-2.89238542286,26.2567579566,Bristol
5175,51.6860718996,-0.0784077063752,26.2617315957,Brixton
1785,51.2502579399,-2.67574728723,26.2948608075,Bristol
4812,51.3319036611,-0.452123448799,26.3554273478,Brixton
5410,51.3215931902,0.193364083979,26.5035558268,Brixton
3858,53.9469338925,-1.27116792537,26.5415090872,Full Sutton
3860,54.036803232,-1.2695973858,26.6730521329,Full Sutton
1408,51.4280613432,-2.96604484268,26.7305996277,Bristol
1696,51.6993588037,-2.75476662232,26.854753105,Bristol
4469,54.2120772026,-0.729820160137,26.8566874198,Full Sutton
4960,51.2400409237,-0.311948210842,26.9010877688,Brixton
5291,51.2343310697,0.0459597098203,26.9818175654,Brixton
4120,53.7655982751,-1.04675222775,27.046657228,Full Sutton
2094,51.2513017381,-2.46083567654,27.0570634349,Bristol
2312,51.6563911911,-2.32037726049,27.0772305238,Bristol
5041,51.6883482064,-0.22298728674,27.1650246459,Brixton
5238,51.684867057,-0.00612524218341,27.2130214714,Brixton
4627,53.8060439412,-0.590264976219,27.2426433545,Full Sutton
4894,51.6455088475,-0.369199652328,27.3835457282,Brixton
4737,51.4676590747,-0.519519660833,27.4364460961,Brixton
5360,51.6373992457,0.136309905863,27.4945179087,Brixton
5467,51.4549969487,0.271725686336,27.6102965859,Brixton
4818,51.6015500304,-0.442972571224,27.6160927809,Brixton
4736,51.4227163367,-0.520972269946,27.6842657374,Brixton
4130,54.2149186558,-1.03643701097,27.6861281963,Full Sutton
4635,54.1654410156,-0.578075867619,27.7517862267,Full Sutton
5416,51.5911401625,0.206325251796,27.7574945062,Brixton
1409,51.5629141478,-2.9689006244,27.794223716,Bristol
3857,53.9019987035,-1.2719499952,27.8559096405,Full Sutton
5466,51.410074438,0.269497930452,27.8565696487,Brixton
2417,51.6116104076,-2.24785418176,27.8818955587,Bristol
1686,51.2498223393,-2.74738132983,27.8902261125,Bristol
2304,51.2967367834,-2.31786549947,27.9020782641,Bristol
4710,53.8500522722,-0.512776244432,28.0062780611,Full Sutton
2208,51.7011265173,-2.39304335333,28.0883022935,Bristol
4738,51.5126014364,-0.518063285193,28.0908985145,Brixton
3861,54.0817373829,-1.26880890033,28.1060796415,Full Sutton
1407,51.3831096894,-2.96509783491,28.1991782023,Bristol
5468,51.4999190437,0.273959214659,28.2607233193,Brixton
4543,53.7619843053,-0.667591520562,28.2837696045,Full Sutton
4716,54.1195910114,-0.503142684622,28.378717857,Full Sutton
2411,51.3418679328,-2.24639500577,28.4852991718,Bristol
1503,51.6533895249,-2.89855330522,28.7182254779,Bristol
4735,51.3777732226,-0.522421125376,28.8110840555,Brixton
3945,53.8116435439,-1.19758054312,28.8555313174,Full Sutton
2522,51.4768705022,-2.17512801434,28.8610667978,Bristol
4793,53.9838528737,-0.431759031452,28.871120695,Full Sutton
4553,54.2112449684,-0.653174805566,28.8958760091,Full Sutton
4970,51.689419657,-0.295284031808,28.9321373703,Brixton
5098,51.1929516943,-0.170553093535,28.966679143,Brixton
5465,51.3651515115,0.267275927344,28.9766883482,Brixton
5164,51.1918115379,-0.0990408984844,28.9816923552,Brixton
5301,51.6836177645,0.0661520907431,29.0072151163,Brixton
2198,51.2515619961,-2.3891959126,29.0798843533,Bristol
2523,51.5218276151,-2.17530065859,29.1940487408,Bristol
4792,53.9389311535,-0.433444261954,29.2410944983,Full Sutton
1598,51.6988716414,-2.82710618331,29.285197149,Bristol
4811,51.2869612725,-0.453634835263,29.2962206729,Brixton
3953,54.1711145198,-1.19064157788,29.3366956121,Full Sutton
4794,54.0287742196,-0.430069207475,29.360545174,Full Sutton
2521,51.431913042,-2.17495581675,29.3875802259,Bristol
5409,51.276667255,0.191223367583,29.4295509054,Brixton
1897,51.7451525626,-2.6106874438,29.455373942,Bristol
4033,53.7661771772,-1.12259351931,29.4589829431,Full Sutton
1496,51.2937732907,-2.89151338356,29.4972207711,Bristol
4885,51.2410516033,-0.383543237357,29.5431638784,Brixton
4739,51.5575434219,-0.516603130123,29.5878114148,Brixton
5351,51.2330578548,0.117526596497,29.6460531999,Brixton
4289,53.719364718,-0.896255981168,29.6715629318,Full Sutton
2000,51.7455066746,-2.5382708309,29.6845758997,Bristol
5469,51.5448407228,0.276198535178,29.749092213,Brixton
5030,51.1940481608,-0.242069873426,29.8026594346,Brixton
5227,51.1906276983,-0.027533466967,29.8464149098,Brixton
1410,51.6078643639,-2.96985749925,29.8638607208,Bristol
4373,53.7186430998,-0.820504432694,29.9013651525,Full Sutton
3856,53.8570631681,-1.27272994214,29.9574982128,Full Sutton
4043,54.2155071248,-1.11309894494,30.047157991,Full Sutton
1796,51.7447538374,-2.68310247792,30.0676580695,Bristol
1589,51.2493429088,-2.8190134917,30.2375548007,Bristol
4204,53.7200384532,-0.972010714213,30.2772465004,Full Sutton
3862,54.126671188,-1.26801826051,30.3059683156,Full Sutton
2524,51.5667843807,-2.17547375105,30.3582573125,Bristol
4301,54.2585233643,-0.881908297671,30.3710664871,Full Sutton
1406,51.3381576759,-2.96415327291,30.4279862316,Bristol
4791,53.8940090591,-0.435124915821,30.4391459264,Full Sutton
1885,51.2056927906,-2.60352296233,30.5882884776,Bristol
4385,54.2577874134,-0.805172361743,30.5956152206,Full Sutton
4795,54.0736951913,-0.428374773096,30.6682509388,Full Sutton
4734,51.3328297321,-0.523866239909,30.7203281149,Brixton
2520,51.3869552342,-2.1747840643,30.729441361,Bristol
2105,51.7458161714,-2.46585282633,30.7364447948,Bristol
2418,51.65656627,-2.24809959296,30.7690007169,Bristol
4819,51.646489765,-0.441433539181,30.805658335,Brixton
1988,51.2060401689,-2.53195545518,30.8090633462,Bristol
2313,51.7013464255,-2.32069491182,30.862723762,Bristol
5464,51.3202281695,0.265059657441,30.8756937195,Brixton
4709,53.8051278508,-0.51436661491,30.9168499059,Full Sutton
5417,51.6360632171,0.208505102855,30.9324830272,Brixton
4458,53.7178736032,-0.74475628714,30.948047259,Full Sutton
4216,54.2592104816,-0.958647561846,30.9630697509,Full Sutton
4626,53.7611176522,-0.591770063261,31.042899578,Full Sutton
3767,53.9923072824,-1.34663963138,31.1329683164,Full Sutton
1784,51.2053016475,-2.67508895421,31.178332215,Bristol
5110,51.732164531,-0.148861606953,31.2273687681,Brixton
5176,51.7310022848,-0.0765026223169,31.2412956097,Brixton
4717,54.164512837,-0.501521718539,31.3664092611,Full Sutton
4895,51.6904466304,-0.367585165938,31.4037988405,Brixton
4959,51.1951009309,-0.313591059393,31.4217841342,Brixton
1328,51.5173467825,-3.03999376787,31.4584261291,Bristol
1697,51.7443105015,-2.75551574621,31.4723540509,Bristol
3766,53.9473717215,-1.34734185663,31.4763675392,Full Sutton
5290,51.1894001825,0.0439690223998,31.4909268547,Brixton
2410,51.2969096358,-2.24615400485,31.4973167704,Bristol
5361,51.6823240295,0.138424107054,31.5006114226,Brixton
3768,54.0372424988,-1.3459354911,31.5873664448,Full Sutton
4636,54.2103639962,-0.576533448776,31.6016082107,Full Sutton
4470,54.2570026338,-0.728439982251,31.6193241847,Full Sutton
4119,53.7206643012,-1.04776841342,31.6705172753,Full Sutton
2303,51.251778414,-2.31755516882,31.767824387,Bristol
4740,51.6024850313,-0.515139182657,31.8084672577,Brixton
2093,51.2063437803,-2.4603866123,31.8237863327,Bristol
5470,51.5897619859,0.27844366774,31.9585433407,Brixton
5042,51.7332822418,-0.221225368313,32.0043523443,Brixton
5239,51.7297955103,-0.00414860055681,32.0451016939,Brixton
2525,51.6117407992,-2.17564729324,32.2638356713,Bristol
1504,51.6983399453,-2.89944361179,32.3120376915,Bristol
4131,54.259848761,-1.03538992601,32.3267953443,Full Sutton
4790,53.8490865904,-0.436801009814,32.3734706511,Full Sutton
4657,51.4685454572,-0.591477306394,32.4328318712,Brixton
3944,53.7667081059,-1.19843734932,32.4675481809,Full Sutton
2209,51.7460810512,-2.39343361719,32.5312777324,Bristol
1685,51.2048667419,-2.74665325127,32.5351103799,Bristol
1329,51.5622963699,-3.04101915254,32.5417252108,Bristol
1411,51.6528142209,-2.97081686207,32.5757806095,Bristol
3765,53.902435816,-1.34804217386,32.5923566305,Full Sutton
5514,51.4535813041,0.343626089818,32.6067242875,Brixton
4656,51.4236013029,-0.592859358131,32.6427415856,Brixton
3855,53.8121272863,-1.27350777397,32.6948267535,Full Sutton
4796,54.1186157888,-0.426675711304,32.6962018952,Full Sutton
4542,53.7170562333,-0.669011762793,32.7333411114,Full Sutton
4810,51.2420185047,-0.455142325973,32.7403198022,Brixton
2519,51.3419970788,-2.17461275547,32.7866933555,Bristol
3769,54.0821773709,-1.34522942871,32.8064280538,Full Sutton
5513,51.408661054,0.341327971652,32.8155216901,Brixton
5408,51.2317409087,0.189088166023,32.859678354,Brixton
1327,51.382495852,-3.03693350571,32.8882754033,Bristol
4658,51.5134892381,-0.590091670906,32.9883098711,Brixton
3954,54.2160468279,-1.18976351245,33.0021470842,Full Sutton
3863,54.1716046475,-1.26722545838,33.1202614463,Full Sutton
5515,51.4985011339,0.345930162283,33.1592894032,Brixton
1495,51.2488196513,-2.89064359277,33.177623906,Bristol
1405,51.2932053027,-2.96321114835,33.2645613369,Bristol
4733,51.2878858653,-0.525307626269,33.2775983887,Brixton
4554,54.2561690307,-0.651711387321,33.3687226765,Full Sutton
5463,51.275304412,0.262849101262,33.421078045,Brixton
4971,51.7343554107,-0.293593720168,33.517287745,Brixton
2197,51.206603623,-2.3888166133,33.560518006,Bristol
1599,51.7438225576,-2.82792706164,33.5701366876,Bristol
5302,51.7285442148,0.0682002722567,33.5821162789,Brixton
4655,51.3786567751,-0.594237838341,33.6036988032,Brixton
4884,51.1961099985,-0.3851164726,33.7114005491,Brixton
4032,53.7212422578,-1.12352886033,33.7539875173,Full Sutton
5512,51.3637403839,0.339035787505,33.7715628721,Brixton
5350,51.1881289977,0.115466391076,33.8016044791,Brixton
2635,51.4769560742,-2.10313382337,33.8602446681,Bristol
4870,53.9828341148,-0.355543523722,33.8708075096,Full Sutton
5097,51.1480147427,-0.172330540136,33.9518555547,Brixton
5163,51.1468764039,-0.100887734772,33.9646652685,Brixton
2636,51.5219133241,-2.10323560222,34.144508697,Bristol
2419,51.7015217852,-2.24834564288,34.1476603926,Bristol
4869,53.9379140621,-0.357310581323,34.1867166985,Full Sutton
4659,51.5584326456,-0.588702439389,34.2719797082,Brixton
4871,54.0277537897,-0.353771649894,34.2889428837,Full Sutton
2634,51.4319984772,-2.10303230783,34.3101277149,Bristol
4708,53.7602030584,-0.515952678377,34.3125575464,Full Sutton
1330,51.6072455961,-3.04204720099,34.3263045618,Bristol
4044,54.260438198,-1.11213516187,34.3705063399,Full Sutton
3764,53.8574995656,-1.34874059006,34.4058382837,Full Sutton
4820,51.6914291206,-0.439890503394,34.4286013428,Brixton
5516,51.5434205434,0.348240209424,34.4365863391,Brixton
1898,51.790105258,-2.61129461809,34.4521459308,Bristol
5418,51.6809858599,0.210690621484,34.5421266166,Brixton
1588,51.2043880763,-2.81821567398,34.5684598319,Bristol
4741,51.6474262645,-0.513671429769,34.6138497462,Brixton
2001,51.7904599384,-2.53880604546,34.6483095045,Bristol
5029,51.1491094611,-0.243777914831,34.6678309735,Brixton
4288,53.6744325131,-0.897430640625,34.6684531539,Full Sutton
5226,51.1456944515,-0.0294496768286,34.705453145,Brixton
3770,54.1271118987,-1.34452143712,34.7096776761,Full Sutton
5471,51.6346828328,0.280694632289,34.7518128654,Brixton
2526,51.6566968707,-2.17582128671,34.7891706914,Bristol
4718,54.2094342919,-0.499896316904,34.818840197,Full Sutton
4372,53.6737120727,-0.82175968591,34.8653357255,Full Sutton
4789,53.8041637473,-0.438472560604,34.9219357893,Full Sutton
2314,51.7463013122,-2.3210133906,34.9548140201,Bristol
2409,51.2519509905,-2.24591362542,34.9678374876,Bristol
1797,51.7897058929,-2.6837816065,34.9770691591,Bristol
4625,53.7161909954,-0.593271077876,35.1448660757,Full Sutton
